"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.624665529432209,-0.293168615331973,0.673607123292747,0.499034101483629,0.0665892395794622,-0.817962080784618,1.23151940886328,0.474294884337106,0.0570368831992819,0.878602401234619,1.22516206841263,0.677713824572977,1.30400650214265,0.189103540397922,-0.409356468966219,2.01382774710942,1.43883889955122,1.23500394728177,-0.307014483698963,0.820625862327604,0.411408876232533,1.1089554950295,2.04884266578377,1.4781448941137,1.13422836702697,1.77331659860662,0.824259675558443,2.08977458527802,1.2154329575984,2.09004313950543,1.79021936840888,2.55374744920018,0.641041765006222,2.12133691045933,1.25773902340879,1.33570497173366,2.00757603590656,1.74039178116416,1.32406930483185,1.93693618853392,2.67009854316682,3.49970261254468,2.5998625919094,2.09783602893621,2.42706804781712,3.87365863552557,1.74546210731853,3.62369137830729,1.89001769126746,3.05917266104415
