V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
-0.345681263,-0.317045028,-0.34419227,-0.306902719,-0.328514112,-0.303940302,-0.346844122,-0.312939616,-0.32052867,-0.290514576,-0.309678408,-0.311811544,-0.312664205,-0.306471752,-0.313417296,-0.311217855,-0.309785791,-0.322458676,-0.299207721,-0.278539011,-0.264318767,-0.318606441,-0.290751998,-0.258679374,-0.295212661,-0.27412627,-0.274416311,-0.265248049,-0.269159581,-0.278205484,-0.260224692,-0.283635436,-0.251734912,-0.247544356,-0.260973,-0.298407342,-0.255557876,-0.245960276,-0.23883623,-0.256388291,-0.262377778,-0.230262164,-0.251379069,-0.224814962,-0.219574952,-0.246893429,-0.223842447,-0.240164463,-0.243193765,-0.23980506,-0.221085468,-0.215238132,-0.201456459,-0.209199212,-0.203081216,-0.196142138,-0.240688162,-0.206461343,-0.204248618,-0.22253561,-0.184674131,-0.210080948,-0.168004838,-0.218227984,-0.194596567,-0.202806639,-0.185796241,-0.163858696,-0.175550134,-0.200416544,-0.17852345,-0.146249786,-0.187317725,-0.167098999,-0.134574404,-0.171570793,-0.153427248,-0.176679295,-0.192012379,-0.175290335,-0.135375116,-0.150722144,-0.142418093,-0.145968204,-0.152261946,-0.168486075,-0.12539435,-0.141799431,-0.118843748,-0.134646101,-0.136687974,-0.139303175,-0.144297048,-0.116905953,-0.115332615,-0.110955303,-0.134958294,-0.115066844,-0.116988307,-0.125609655,-0.109822494
-0.296940004,-0.340217872,-0.325653812,-0.310688075,-0.29299571,-0.332074206,-0.335547964,-0.30314118,-0.320402814,-0.322250018,-0.294520689,-0.296278509,-0.318884397,-0.315620694,-0.322290003,-0.285087857,-0.32091179,-0.300229673,-0.281313303,-0.273120301,-0.282524092,-0.250457579,-0.267032897,-0.302555656,-0.289081722,-0.270441205,-0.283735561,-0.282989209,-0.249092016,-0.263482715,-0.253604801,-0.256510582,-0.279330979,-0.265711882,-0.257924469,-0.249724539,-0.251869714,-0.259738628,-0.212110097,-0.246950657,-0.230863191,-0.288524851,-0.241020052,-0.25362507,-0.23779404,-0.238823669,-0.234329141,-0.215427192,-0.226640731,-0.219255144,-0.225656954,-0.225735778,-0.233669044,-0.212991715,-0.202972566,-0.219312031,-0.217766864,-0.251263308,-0.214615361,-0.19525077,-0.197875276,-0.165412524,-0.176216739,-0.194326198,-0.194455206,-0.193127353,-0.161583407,-0.224536861,-0.180909789,-0.19273856,-0.197129307,-0.163865067,-0.17451191,-0.193271322,-0.171247176,-0.177248074,-0.183065039,-0.143811934,-0.168758959,-0.139515133,-0.164578303,-0.189097909,-0.140006207,-0.146077068,-0.152511464,-0.104676403,-0.125989669,-0.148849029,-0.13455485,-0.156683773,-0.125031148,-0.129997962,-0.125074089,-0.13433968,-0.133151385,-0.135399161,-0.132174464,-0.107332551,-0.09454565,-0.118769113,-0.115883571
-0.322114441,-0.331063189,-0.326378177,-0.366161687,-0.297381355,-0.313841873,-0.332490069,-0.310573247,-0.290326085,-0.315126347,-0.308428883,-0.273967438,-0.279084283,-0.313755501,-0.319683024,-0.302878638,-0.304710959,-0.306619796,-0.279552076,-0.299558153,-0.271236382,-0.28088681,-0.314797918,-0.274923818,-0.26288307,-0.281221538,-0.253936453,-0.274697205,-0.263556056,-0.295438615,-0.267908027,-0.282584754,-0.268951984,-0.254687986,-0.2478004,-0.25579097,-0.250192186,-0.252607803,-0.222626591,-0.228885544,-0.245885431,-0.242095122,-0.248114419,-0.240764777,-0.25337189,-0.229603638,-0.200109482,-0.215289987,-0.216413681,-0.18277855,-0.219580181,-0.204121968,-0.211384009,-0.217761559,-0.240433764,-0.212413184,-0.23954064,-0.185232597,-0.195309704,-0.158883435,-0.182086377,-0.185906369,-0.216899032,-0.198850918,-0.22154256,-0.184723226,-0.180857713,-0.190200365,-0.171792195,-0.172633407,-0.145807342,-0.157701525,-0.171269669,-0.171874508,-0.154933168,-0.166387764,-0.154041409,-0.199768893,-0.139608727,-0.160470952,-0.139311256,-0.155950182,-0.139078658,-0.137437529,-0.153232745,-0.142310733,-0.150306568,-0.160108745,-0.123682562,-0.139725762,-0.130379876,-0.099680634,-0.125181177,-0.12192018,-0.143380572,-0.076994307,-0.117044951,-0.089548394,-0.103828274,-0.096309392,-0.113332712
-0.329195481,-0.316821488,-0.345937003,-0.316624176,-0.328048192,-0.319132906,-0.321239447,-0.295876367,-0.279937648,-0.315620699,-0.285179233,-0.297992632,-0.317713163,-0.303115165,-0.303942795,-0.302275546,-0.296009219,-0.273113269,-0.278274422,-0.29614155,-0.299569967,-0.304947033,-0.276621026,-0.308738396,-0.274800732,-0.310869857,-0.285606402,-0.290598916,-0.254330343,-0.287820521,-0.260514065,-0.236310085,-0.228915061,-0.263272142,-0.255321357,-0.258023466,-0.249539695,-0.246052655,-0.235873714,-0.216289881,-0.243279881,-0.239138443,-0.254700431,-0.192732768,-0.247889818,-0.205453769,-0.207245611,-0.207409137,-0.188317146,-0.21846282,-0.233100798,-0.19745201,-0.18963563,-0.202248872,-0.195128455,-0.209909158,-0.197585913,-0.207413102,-0.216728863,-0.219698563,-0.202222724,-0.208415644,-0.201116939,-0.193522889,-0.184729444,-0.185104423,-0.186759015,-0.16873094,-0.190661347,-0.153201575,-0.151853702,-0.185905714,-0.140046067,-0.168131273,-0.152642082,-0.174230425,-0.173686471,-0.165696401,-0.168845975,-0.170685623,-0.189871387,-0.148327018,-0.118210135,-0.130606944,-0.132359294,-0.149957776,-0.129160866,-0.118618459,-0.123269113,-0.101421619,-0.13618061,-0.11210802,-0.116776003,-0.12178696,-0.09592172,-0.105945753,-0.137280901,-0.118359915,-0.137054341,-0.146757633,-0.131742191
-0.328337209,-0.30562863,-0.318268186,-0.310801724,-0.34249677,-0.342515886,-0.330999954,-0.313184415,-0.292508509,-0.308027358,-0.324505415,-0.332892525,-0.325332063,-0.317552052,-0.268057192,-0.286695497,-0.297729238,-0.28843988,-0.285524215,-0.277783774,-0.301382127,-0.244890071,-0.285350827,-0.28673469,-0.265319617,-0.259379676,-0.265010062,-0.247544156,-0.252888968,-0.252002465,-0.256141485,-0.245405808,-0.235689484,-0.268079547,-0.249961314,-0.246723846,-0.234103129,-0.264546653,-0.219432653,-0.238140349,-0.2286015,-0.255417834,-0.239053949,-0.227146367,-0.206636464,-0.226279712,-0.226362293,-0.220262772,-0.225911228,-0.219784298,-0.21950466,-0.232046941,-0.195041912,-0.167297621,-0.208626488,-0.182014959,-0.218973093,-0.213246141,-0.18213961,-0.1938662,-0.179055969,-0.190929839,-0.193017221,-0.166452664,-0.180859144,-0.166600483,-0.161884938,-0.191019482,-0.180204227,-0.154117732,-0.180269373,-0.13974209,-0.171089526,-0.186595706,-0.16163864,-0.138960728,-0.149643025,-0.131804783,-0.164860097,-0.151838863,-0.129792673,-0.122781689,-0.141147503,-0.128938461,-0.120135918,-0.138251451,-0.114964824,-0.134808717,-0.101841463,-0.130744091,-0.13069048,-0.083408109,-0.115212491,-0.144627606,-0.124758827,-0.10264995,-0.128555879,-0.107576179,-0.096691602,-0.080981472,-0.066345352
-0.332450201,-0.315363384,-0.322909884,-0.330669034,-0.351136917,-0.306270513,-0.326444163,-0.316495702,-0.302257345,-0.327536266,-0.302266292,-0.304754494,-0.295430044,-0.315558401,-0.281080952,-0.313074705,-0.296810861,-0.303209659,-0.31151919,-0.294702637,-0.259584061,-0.272986648,-0.264530541,-0.289516215,-0.276979057,-0.273315928,-0.253490305,-0.258906275,-0.255753403,-0.263534047,-0.266027215,-0.262703948,-0.223588555,-0.250216835,-0.279443543,-0.254410922,-0.248647453,-0.23305621,-0.205240049,-0.237686188,-0.231581127,-0.24889808,-0.228707365,-0.241303335,-0.240253352,-0.215610967,-0.21042576,-0.211485216,-0.210279926,-0.212968907,-0.229766012,-0.206896039,-0.199596427,-0.197208488,-0.192121575,-0.196483178,-0.208049361,-0.215587674,-0.18573253,-0.190729583,-0.179731332,-0.173324005,-0.170852092,-0.201572522,-0.191022342,-0.183816099,-0.146061588,-0.157572084,-0.166107033,-0.148279446,-0.163204939,-0.15969391,-0.162068692,-0.150248724,-0.144550739,-0.19426604,-0.167166721,-0.144781267,-0.145236358,-0.140295318,-0.1693424,-0.143653697,-0.143387696,-0.138682339,-0.123586816,-0.120467345,-0.127581751,-0.110559378,-0.110418218,-0.12867287,-0.088272558,-0.096688889,-0.09431466,-0.107181952,-0.10855505,-0.110375214,-0.123041715,-0.098095827,-0.108412344,-0.090987974,-0.088624221
-0.354584707,-0.342046995,-0.323427234,-0.331834169,-0.316673612,-0.317758347,-0.316892107,-0.309815862,-0.311446846,-0.300053732,-0.275195352,-0.321547045,-0.31654648,-0.298561413,-0.289380243,-0.285402664,-0.284980783,-0.306021837,-0.287821072,-0.277236257,-0.265283637,-0.27575305,-0.277931117,-0.263399907,-0.276678253,-0.293789674,-0.253952511,-0.288669971,-0.300743829,-0.251321983,-0.257368576,-0.244212699,-0.250067065,-0.277590559,-0.231194107,-0.24559863,-0.24857783,-0.255301112,-0.221916229,-0.241662391,-0.207534646,-0.201593466,-0.228692417,-0.203661266,-0.202828151,-0.242823263,-0.169128593,-0.208110415,-0.239347012,-0.224910461,-0.191978106,-0.242272995,-0.217693996,-0.176850771,-0.199246178,-0.190556198,-0.181510179,-0.203811748,-0.155960938,-0.184795854,-0.16700456,-0.199179988,-0.211068364,-0.186910074,-0.177160161,-0.201294883,-0.145554011,-0.141066684,-0.139827193,-0.140846493,-0.140286164,-0.183273767,-0.178486606,-0.160352948,-0.150436771,-0.141665177,-0.136185412,-0.147468631,-0.137671341,-0.107883582,-0.125717635,-0.140748636,-0.097971443,-0.115710032,-0.112643132,-0.106151627,-0.111009782,-0.120750864,-0.118411587,-0.091577479,-0.112471514,-0.09160796,-0.084824677,-0.120950823,-0.108824759,-0.083423717,-0.1102073,-0.122346916,-0.088967861,-0.093039975,-0.09752828
-0.292750371,-0.309744323,-0.33485864,-0.332365581,-0.325858201,-0.319246846,-0.285486659,-0.314067424,-0.338369173,-0.296094854,-0.295626548,-0.288009699,-0.294160579,-0.30528965,-0.300666162,-0.300415703,-0.301717338,-0.293059048,-0.290713877,-0.283292451,-0.29968608,-0.279350411,-0.284302142,-0.259894912,-0.238631711,-0.263941768,-0.270680808,-0.248511496,-0.277001458,-0.273812139,-0.252640581,-0.252207673,-0.225059719,-0.225717594,-0.24278195,-0.254001412,-0.259031473,-0.21717394,-0.225256614,-0.253312546,-0.244717664,-0.253730586,-0.217457819,-0.23129829,-0.21872498,-0.227649693,-0.212633865,-0.204255887,-0.232057789,-0.19500758,-0.220333973,-0.222550214,-0.199334404,-0.197919413,-0.18807399,-0.190127049,-0.170409659,-0.173027211,-0.187096832,-0.17844672,-0.18925129,-0.179208202,-0.174273507,-0.183145825,-0.176155479,-0.183331912,-0.164305196,-0.174626227,-0.158545681,-0.146964947,-0.157444785,-0.153986875,-0.16093563,-0.172618717,-0.125782466,-0.097562258,-0.167537999,-0.129252076,-0.142311343,-0.13340005,-0.136402811,-0.145120229,-0.145559452,-0.116747912,-0.13890116,-0.137761647,-0.095252113,-0.115355629,-0.079263376,-0.096052293,-0.096176462,-0.110690422,-0.09276513,-0.092994648,-0.113899762,-0.070381466,-0.089218845,-0.097841224,-0.071337323,-0.09529326,-0.077609208
-0.324698344,-0.328905536,-0.303359428,-0.321705183,-0.325611486,-0.295555388,-0.333272088,-0.303985124,-0.293580911,-0.290258509,-0.277018202,-0.299164555,-0.292918506,-0.274632594,-0.29146301,-0.286221798,-0.27727861,-0.319229348,-0.285294068,-0.276869147,-0.255832852,-0.268800736,-0.274707082,-0.264183015,-0.2419489,-0.287266414,-0.262313187,-0.254411217,-0.24935212,-0.251750479,-0.208840979,-0.261524563,-0.253321251,-0.231750998,-0.253548522,-0.261070932,-0.241000862,-0.234853182,-0.234948751,-0.238786737,-0.212731926,-0.224059034,-0.228244039,-0.241654158,-0.228698024,-0.19391734,-0.205453783,-0.223620915,-0.208896791,-0.197393528,-0.212650759,-0.199593128,-0.208202858,-0.173229449,-0.192789152,-0.188603347,-0.224672212,-0.210058683,-0.182077913,-0.168895437,-0.196377582,-0.185275416,-0.182857843,-0.176273012,-0.160132154,-0.148575382,-0.184433168,-0.162698209,-0.163176334,-0.16564326,-0.158486923,-0.173044498,-0.143457552,-0.135633351,-0.162199741,-0.173796874,-0.144414102,-0.147052279,-0.151362132,-0.133643652,-0.125834509,-0.133936106,-0.111436843,-0.117834546,-0.141050323,-0.09759803,-0.124017316,-0.092538906,-0.1693103,-0.098176696,-0.113520405,-0.097518125,-0.071956664,-0.097062701,-0.069149063,-0.092986464,-0.103623026,-0.089183072,-0.087962409,-0.091224536,-0.077055587
-0.345045282,-0.341111782,-0.305980048,-0.320178065,-0.317374379,-0.312708051,-0.291410748,-0.284855014,-0.308142071,-0.299598992,-0.295463084,-0.280922499,-0.301187697,-0.280084206,-0.296026348,-0.316030419,-0.270064357,-0.296102294,-0.284621119,-0.268778678,-0.286675271,-0.259147693,-0.265367923,-0.276597265,-0.268845435,-0.289317428,-0.25953691,-0.251531278,-0.257940085,-0.24533742,-0.267492643,-0.254526895,-0.245987483,-0.241422001,-0.242466609,-0.233231435,-0.230846374,-0.243418658,-0.229961923,-0.244790273,-0.257351136,-0.230800143,-0.216840597,-0.224249892,-0.18577968,-0.220549358,-0.214028216,-0.207423155,-0.19666514,-0.225465227,-0.161113115,-0.225256871,-0.211142884,-0.149981595,-0.195247569,-0.189976851,-0.16592568,-0.193740869,-0.168192304,-0.166646151,-0.188721272,-0.195786674,-0.172621084,-0.175709436,-0.149075272,-0.142753086,-0.181871466,-0.139897024,-0.135278025,-0.196266293,-0.137098421,-0.138381124,-0.146089399,-0.144985285,-0.135048122,-0.120086609,-0.13277778,-0.131214212,-0.122072658,-0.107365167,-0.116432594,-0.119506758,-0.123379231,-0.133241857,-0.119457933,-0.097835391,-0.094404199,-0.116515904,-0.110604528,-0.128604465,-0.102558006,-0.067833767,-0.094721097,-0.094202616,-0.071118092,-0.104465942,-0.088633678,-0.081345658,-0.065676429,-0.114797749,-0.052469338
-0.343574698,-0.288515794,-0.298935151,-0.313615372,-0.326117936,-0.282508329,-0.314075877,-0.298292514,-0.28421547,-0.301425166,-0.315146936,-0.292698159,-0.304396488,-0.29981603,-0.312186929,-0.295014104,-0.274647681,-0.277188065,-0.273466136,-0.258322795,-0.259439045,-0.311614541,-0.293692117,-0.274239977,-0.267838039,-0.260951178,-0.253561372,-0.247537511,-0.269857655,-0.290091754,-0.236015834,-0.222966121,-0.225026069,-0.237033569,-0.248509286,-0.249610349,-0.227776853,-0.239183991,-0.245187724,-0.239743651,-0.233017144,-0.205735467,-0.229197005,-0.218333221,-0.207570349,-0.218468829,-0.200260722,-0.206543618,-0.2087739,-0.193674529,-0.171951255,-0.202520115,-0.179614733,-0.203658174,-0.182292238,-0.180794919,-0.182027155,-0.162536395,-0.182650712,-0.17447158,-0.179440153,-0.167698633,-0.216668149,-0.162711637,-0.169678392,-0.163694562,-0.165419069,-0.174975953,-0.156264273,-0.124290856,-0.151004197,-0.148882545,-0.12543938,-0.131387572,-0.137560736,-0.158904056,-0.136565156,-0.151482596,-0.151508064,-0.1338198,-0.129320548,-0.118708165,-0.087048563,-0.126849266,-0.090278515,-0.066744099,-0.086587679,-0.086195169,-0.086529541,-0.115732527,-0.102951601,-0.090436248,-0.104643404,-0.100872888,-0.083293964,-0.067161129,-0.069830576,-0.087810695,-0.087952055,-0.072414347,-0.079325229
-0.316809461,-0.341267198,-0.314677257,-0.331853207,-0.306258155,-0.298747194,-0.322883439,-0.287290987,-0.295401209,-0.306727023,-0.285994464,-0.312121252,-0.314147102,-0.289665636,-0.283241225,-0.280221907,-0.305864892,-0.265820697,-0.28926218,-0.274862844,-0.272642204,-0.277195677,-0.271504013,-0.264799398,-0.242111286,-0.234590445,-0.263644578,-0.245823259,-0.245734507,-0.263898564,-0.238784017,-0.244160411,-0.262992499,-0.254999397,-0.224240934,-0.239601004,-0.22520564,-0.246611081,-0.216840959,-0.219125105,-0.191308383,-0.219578511,-0.220342626,-0.222636229,-0.204414704,-0.194324409,-0.162179376,-0.181740235,-0.233712863,-0.179110348,-0.197423787,-0.189634659,-0.201408841,-0.190715721,-0.173880618,-0.170539349,-0.182048003,-0.166001123,-0.176926751,-0.198757004,-0.191686414,-0.185992567,-0.192649654,-0.1648576,-0.162979862,-0.15176726,-0.155971722,-0.140684042,-0.174554029,-0.110197465,-0.132950328,-0.136373854,-0.139895609,-0.134392285,-0.152579634,-0.132183026,-0.126441627,-0.11714221,-0.106643588,-0.112294467,-0.105251956,-0.134853271,-0.131367821,-0.112979667,-0.101309361,-0.127537027,-0.10989988,-0.127919449,-0.123265054,-0.104233641,-0.092800077,-0.096734729,-0.104937469,-0.083665326,-0.087434714,-0.086411447,-0.076876863,-0.069658258,-0.079738661,-0.052100919,-0.043075326
-0.338435837,-0.333233615,-0.289885855,-0.317198258,-0.298103142,-0.312430177,-0.290433996,-0.299499467,-0.292337226,-0.289828376,-0.26681575,-0.291822973,-0.301299324,-0.31218576,-0.303403839,-0.284337489,-0.281517164,-0.285288132,-0.268762518,-0.27042778,-0.285358383,-0.262708886,-0.273306948,-0.261440602,-0.256209906,-0.251660293,-0.259946422,-0.271662943,-0.275954532,-0.231414107,-0.235716625,-0.218868409,-0.226417844,-0.251834831,-0.235082588,-0.229803079,-0.212761693,-0.235593486,-0.206245957,-0.202948755,-0.205146172,-0.231158565,-0.224678762,-0.213703603,-0.216339794,-0.208680203,-0.214057041,-0.176781155,-0.229321211,-0.186385852,-0.172641591,-0.171622625,-0.174259368,-0.199948326,-0.177240945,-0.201494475,-0.186102016,-0.164268058,-0.173880958,-0.164847744,-0.174677726,-0.17844432,-0.197028056,-0.170801819,-0.149111298,-0.164532773,-0.15992385,-0.145576296,-0.138096107,-0.164279601,-0.166350979,-0.137061121,-0.144588978,-0.133290698,-0.156299525,-0.133216927,-0.110699482,-0.142318214,-0.126785879,-0.118630082,-0.123122259,-0.127448501,-0.112339368,-0.100130539,-0.098649781,-0.100610691,-0.09936642,-0.101590708,-0.117563579,-0.091368203,-0.044653293,-0.06766548,-0.047417444,-0.066019832,-0.072784689,-0.063872104,-0.077599807,-0.062882806,-0.065452309,-0.065238621,-0.067651607
-0.32440966,-0.32901766,-0.326218358,-0.328312261,-0.316869403,-0.336477778,-0.291032324,-0.29852334,-0.302217386,-0.292737405,-0.303026018,-0.286136491,-0.288194988,-0.304763351,-0.291227992,-0.25977305,-0.267919729,-0.291910773,-0.269026224,-0.260730943,-0.247266704,-0.257372109,-0.274244729,-0.256662625,-0.275435448,-0.269979871,-0.234162526,-0.251737589,-0.243724255,-0.243728635,-0.261429437,-0.237407994,-0.229393564,-0.24442585,-0.226765561,-0.198005472,-0.208968703,-0.245633944,-0.243366984,-0.223973587,-0.224927312,-0.218699944,-0.206622259,-0.233757683,-0.184177631,-0.212647964,-0.213438687,-0.20660769,-0.200696347,-0.228986839,-0.187029388,-0.206043951,-0.19627091,-0.161578408,-0.183996759,-0.17132329,-0.171673711,-0.178118976,-0.165211115,-0.180871598,-0.150197313,-0.129896686,-0.153764442,-0.166221791,-0.158092031,-0.162480787,-0.171509218,-0.157155804,-0.131125191,-0.152781414,-0.140789111,-0.139149526,-0.119395065,-0.140948711,-0.123373219,-0.115229117,-0.119891535,-0.121493127,-0.097113233,-0.163067679,-0.107750969,-0.100682968,-0.107829311,-0.074203838,-0.079340011,-0.093092312,-0.095688265,-0.0976145,-0.100062851,-0.098642227,-0.073224154,-0.089223016,-0.051346277,-0.07108887,-0.077755228,-0.087603022,-0.057758972,-0.069780593,-0.082760512,-0.073048055,-0.063344885
-0.299752754,-0.306819898,-0.326120925,-0.2792492,-0.294342911,-0.314232449,-0.33483869,-0.292045266,-0.290989781,-0.314178545,-0.278975726,-0.278375006,-0.28874454,-0.261079463,-0.269180593,-0.284754233,-0.275053712,-0.272186337,-0.274534051,-0.276435454,-0.280540104,-0.301426274,-0.250008807,-0.255593179,-0.261177463,-0.258279557,-0.261360577,-0.235499353,-0.230602587,-0.246886141,-0.260012991,-0.211031612,-0.253731417,-0.24255434,-0.243438078,-0.238643696,-0.246172872,-0.218036633,-0.214724654,-0.208150062,-0.211577366,-0.22909024,-0.197111016,-0.205004976,-0.207037991,-0.199281305,-0.199672761,-0.176788758,-0.175680011,-0.167330069,-0.176822794,-0.167415516,-0.174720013,-0.187586851,-0.183375735,-0.175155716,-0.173899809,-0.123577276,-0.118803766,-0.153289715,-0.156324944,-0.151778609,-0.179512015,-0.142787743,-0.132751592,-0.164827156,-0.159642738,-0.163577491,-0.126800847,-0.110943627,-0.13375773,-0.148953394,-0.121919282,-0.125228237,-0.136193723,-0.121859501,-0.130530014,-0.13227487,-0.126265893,-0.101882381,-0.101631116,-0.129575352,-0.10353417,-0.075350791,-0.115711686,-0.089878063,-0.065126549,-0.09226824,-0.084211405,-0.096274346,-0.056437846,-0.108536562,-0.080008557,-0.089843174,-0.080653324,-0.04664287,-0.083597832,-0.072673872,-0.077914214,-0.07370286,-0.074125264
-0.319786112,-0.300334441,-0.320327407,-0.30143617,-0.317644681,-0.288331008,-0.280423972,-0.281732475,-0.299594361,-0.276115978,-0.285200209,-0.266097299,-0.272101395,-0.306977244,-0.278481311,-0.28065562,-0.297426367,-0.252515206,-0.260020134,-0.251539447,-0.270397304,-0.267478319,-0.254332361,-0.28339601,-0.261186357,-0.261209429,-0.269443669,-0.239450847,-0.237914239,-0.229491997,-0.239641393,-0.246827313,-0.236133339,-0.235419438,-0.237083714,-0.213514636,-0.20760382,-0.21997235,-0.230657189,-0.213250658,-0.218856802,-0.214436575,-0.167123136,-0.192742535,-0.212442987,-0.215222197,-0.198603675,-0.201860557,-0.199469539,-0.183510643,-0.178280162,-0.215077297,-0.178774805,-0.176184237,-0.169697744,-0.191824881,-0.136859808,-0.193060565,-0.164553991,-0.171897906,-0.160310418,-0.16896135,-0.167047306,-0.163812074,-0.102084222,-0.155274365,-0.138456064,-0.163237954,-0.135636482,-0.129073398,-0.129954274,-0.141085044,-0.1209159,-0.096876745,-0.107286278,-0.12256574,-0.112912018,-0.134041389,-0.117845623,-0.095858009,-0.118507495,-0.106578098,-0.090965651,-0.094021379,-0.110374778,-0.109860541,-0.092946947,-0.086750889,-0.080749639,-0.063577216,-0.048409656,-0.102385078,-0.061429656,-0.060146291,-0.058381358,-0.0848199,-0.042334747,-0.059255423,-0.094409051,-0.064521592,-0.057313253
-0.327056722,-0.335901869,-0.325664996,-0.3120935,-0.326369905,-0.302339879,-0.299580698,-0.319482812,-0.311058518,-0.296046722,-0.270816074,-0.281664503,-0.269241989,-0.269998044,-0.271215848,-0.262967916,-0.272194256,-0.261112722,-0.270049022,-0.267320026,-0.240726509,-0.251363435,-0.268157672,-0.247144842,-0.263419099,-0.253690435,-0.259927611,-0.224572033,-0.231447165,-0.253810885,-0.21787933,-0.235410626,-0.239504008,-0.23036626,-0.236766702,-0.233680138,-0.198212755,-0.238168964,-0.226622386,-0.196285169,-0.189904977,-0.202651807,-0.203858648,-0.174667327,-0.195181846,-0.219778438,-0.182599022,-0.189466562,-0.202309161,-0.181283733,-0.194722736,-0.178891543,-0.166591432,-0.156571849,-0.174159641,-0.172456028,-0.186148016,-0.16620881,-0.167414979,-0.152360426,-0.141540321,-0.151808451,-0.123785688,-0.132211455,-0.14075174,-0.166356184,-0.110186862,-0.127177801,-0.122036208,-0.123771518,-0.128804012,-0.140507173,-0.086697959,-0.119137917,-0.139252854,-0.126764301,-0.119392928,-0.09861647,-0.105151767,-0.112675557,-0.108472938,-0.080298616,-0.082463181,-0.086692931,-0.094638212,-0.089704843,-0.077648272,-0.084412073,-0.098615288,-0.086966609,-0.057218493,-0.075642192,-0.075563704,-0.088188972,-0.068361238,-0.063248812,-0.053198266,-0.054099179,-0.043560147,-0.04733092,-0.047356798
-0.299423814,-0.322048929,-0.32063887,-0.304495431,-0.314145554,-0.321532775,-0.26873735,-0.293508919,-0.286711472,-0.290305706,-0.274253758,-0.273653881,-0.265028492,-0.275442552,-0.269003222,-0.284759212,-0.268806058,-0.26131526,-0.275016452,-0.280955762,-0.271592074,-0.277419147,-0.249440773,-0.256545433,-0.253453928,-0.250142615,-0.2533519,-0.249931924,-0.240103176,-0.22317412,-0.219588045,-0.232674983,-0.236443592,-0.240724708,-0.239994943,-0.21225814,-0.217754651,-0.195664079,-0.189873513,-0.231636183,-0.186679722,-0.203915453,-0.196036271,-0.196287866,-0.192759586,-0.188221388,-0.203630435,-0.178226504,-0.187814414,-0.194318534,-0.187672681,-0.181448571,-0.196893564,-0.157227425,-0.176413271,-0.160128298,-0.177989964,-0.156298426,-0.149844239,-0.163393446,-0.122270196,-0.139184419,-0.161913107,-0.151832936,-0.150661172,-0.12922399,-0.147234429,-0.156731661,-0.12401849,-0.120169036,-0.125931754,-0.14695013,-0.120481617,-0.118030495,-0.111431716,-0.108391825,-0.131284597,-0.100367129,-0.108710417,-0.096760429,-0.108462789,-0.104440907,-0.092852029,-0.089082963,-0.093082885,-0.113841418,-0.05789246,-0.105423788,-0.073166698,-0.071614998,-0.065942399,-0.083575189,-0.095759624,-0.065122761,-0.029541095,-0.066791532,-0.064750907,-0.073096862,-0.062512384,-0.051491484,-0.040977386
-0.318388881,-0.314423595,-0.317701087,-0.306467866,-0.327368721,-0.279002352,-0.295879473,-0.286601269,-0.305166628,-0.294647732,-0.29197736,-0.298813642,-0.283327013,-0.277931774,-0.278627592,-0.247641931,-0.263277966,-0.26527135,-0.24551241,-0.268018684,-0.253862854,-0.268028471,-0.246439058,-0.260620676,-0.260372618,-0.257350334,-0.253192484,-0.243712119,-0.265507514,-0.228141859,-0.231566789,-0.228988444,-0.220214984,-0.204567028,-0.209513502,-0.198798419,-0.212808325,-0.212471265,-0.204414552,-0.184737105,-0.19451008,-0.203705786,-0.186498171,-0.204599934,-0.17756499,-0.207637306,-0.202336524,-0.170762047,-0.195113303,-0.197827008,-0.188352852,-0.187393565,-0.193077804,-0.17736215,-0.151850323,-0.163734029,-0.157830104,-0.151300069,-0.154682245,-0.129537936,-0.168572818,-0.144788172,-0.142898529,-0.155764971,-0.11493735,-0.126241849,-0.115766181,-0.122069031,-0.124291605,-0.138434759,-0.11856734,-0.115034756,-0.140212104,-0.133957166,-0.129036289,-0.084406199,-0.112853982,-0.09140981,-0.120179874,-0.098138007,-0.099137944,-0.072026344,-0.07581369,-0.08449334,-0.087881668,-0.089905211,-0.084115086,-0.081474949,-0.079408922,-0.088532976,-0.079331059,-0.056778832,-0.062753534,-0.070272664,-0.058244205,-0.039882886,-0.053709993,-0.049951181,-0.052364929,-0.071594767,-0.035457508
