V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
-0.32412212,-0.306666781,-0.310184108,-0.31001488,-0.280286193,-0.280414798,-0.277416355,-0.274069126,-0.30965418,-0.277243876,-0.307636909,-0.286821544,-0.287461075,-0.270873249,-0.267156481,-0.271786315,-0.261647605,-0.278289032,-0.239687987,-0.253835823,-0.272671735,-0.275171634,-0.270014634,-0.241799235,-0.270331064,-0.26571282,-0.257749453,-0.235253749,-0.226240443,-0.225578874,-0.211009701,-0.224504522,-0.220536593,-0.241235588,-0.225925319,-0.217075627,-0.207058978,-0.197629258,-0.208884079,-0.207195043,-0.185145845,-0.226422737,-0.201262403,-0.176007725,-0.197134293,-0.17242674,-0.182531071,-0.147066609,-0.166938091,-0.181629624,-0.193019422,-0.174638982,-0.166299781,-0.182484537,-0.19801402,-0.134355492,-0.145206107,-0.165613046,-0.145806314,-0.155621197,-0.13290934,-0.15233838,-0.145749657,-0.127485775,-0.122029435,-0.125308349,-0.122669158,-0.116039789,-0.130021059,-0.123653809,-0.137659411,-0.096044329,-0.118164839,-0.125942867,-0.117978113,-0.110496714,-0.118976466,-0.125796649,-0.090364145,-0.096742642,-0.098446385,-0.091966419,-0.077528226,-0.056607078,-0.087523936,-0.069063352,-0.088740288,-0.060180768,-0.073771299,-0.088471747,-0.042901179,-0.06673602,-0.052745066,-0.02270809,-0.058525646,-0.043866853,-0.028965976,-0.069243882,-0.035630524,-0.044618329,-0.027967456
-0.309913415,-0.343618512,-0.277781141,-0.298435608,-0.321822257,-0.288532491,-0.303526907,-0.283931595,-0.287595318,-0.278634624,-0.289057667,-0.298205663,-0.287867122,-0.27544398,-0.286424958,-0.275207881,-0.252485101,-0.260655401,-0.24810902,-0.258167048,-0.248213369,-0.248810042,-0.235394151,-0.271013566,-0.263425047,-0.23399641,-0.255129432,-0.240698626,-0.191274551,-0.219653947,-0.241639881,-0.20376973,-0.20412444,-0.191044438,-0.225117644,-0.204509004,-0.208934197,-0.215363996,-0.215938331,-0.217078308,-0.217354377,-0.191689457,-0.206435392,-0.183098241,-0.189280247,-0.190406735,-0.184910864,-0.173337415,-0.205116996,-0.167581136,-0.147956958,-0.15754374,-0.151393096,-0.140000237,-0.177104105,-0.169667187,-0.143609838,-0.182790978,-0.151722588,-0.158167372,-0.147816097,-0.160062725,-0.123484938,-0.156606798,-0.149640111,-0.142221748,-0.150852031,-0.122187563,-0.15845906,-0.115175701,-0.124954478,-0.113990311,-0.090379679,-0.100813144,-0.090251766,-0.093161658,-0.105673619,-0.101151811,-0.099231018,-0.118179433,-0.110442486,-0.084380208,-0.082006681,-0.085714371,-0.083607307,-0.082429418,-0.064070186,-0.07440515,-0.07468239,-0.058084848,-0.032193962,-0.08139808,-0.034245033,-0.059378271,-0.046188405,-0.06886733,-0.039867896,-0.037362979,-0.075233821,-0.050505804,-0.01879764
-0.329897031,-0.33214957,-0.308813972,-0.282399269,-0.296302437,-0.27764791,-0.283987536,-0.284982084,-0.284156685,-0.292758699,-0.271529885,-0.275671314,-0.273787225,-0.265675874,-0.2587632,-0.252677255,-0.268166381,-0.275259905,-0.279742423,-0.25452675,-0.253916875,-0.261267221,-0.232216361,-0.24445436,-0.236842222,-0.223114007,-0.220373386,-0.246286133,-0.215926067,-0.224789531,-0.22769113,-0.226083388,-0.200434651,-0.1932521,-0.220802401,-0.239989972,-0.216432592,-0.225123343,-0.186421618,-0.197945322,-0.1944413,-0.207262761,-0.187054084,-0.208147009,-0.196734114,-0.184063819,-0.189836806,-0.160004868,-0.178226041,-0.173904047,-0.183830005,-0.154965694,-0.143633727,-0.14205769,-0.162443511,-0.160617688,-0.144047454,-0.187968698,-0.136482808,-0.1621549,-0.137945905,-0.118550185,-0.138473054,-0.1474322,-0.118630297,-0.11916489,-0.122076177,-0.09947457,-0.116069401,-0.095004027,-0.123636229,-0.118726245,-0.096369862,-0.106559872,-0.119517342,-0.098423364,-0.109571227,-0.078179459,-0.074274784,-0.081888872,-0.097756677,-0.069368562,-0.061363099,-0.079202044,-0.091298316,-0.063257649,-0.073320684,-0.066828205,-0.070783858,-0.073677346,-0.052962037,-0.051901046,-0.044086626,-0.054708804,-0.061432546,-0.02837777,-0.045035192,-0.02831957,-0.060367848,-0.069415467,-0.036064255
-0.297583818,-0.293800393,-0.309291757,-0.296377735,-0.277928586,-0.284752102,-0.307555216,-0.284436353,-0.289074948,-0.296076051,-0.294932053,-0.272589801,-0.276313346,-0.285663452,-0.293579391,-0.275655408,-0.25973174,-0.241627179,-0.243962952,-0.252532186,-0.244896911,-0.247465792,-0.249696111,-0.238860267,-0.225695779,-0.229964669,-0.216039963,-0.215900378,-0.233408221,-0.220867783,-0.246801373,-0.210379689,-0.214373125,-0.209401169,-0.217901069,-0.199030707,-0.195489919,-0.201926408,-0.202279039,-0.177195289,-0.193090263,-0.187004197,-0.194381068,-0.176882698,-0.182928945,-0.17910354,-0.177060635,-0.158718975,-0.181793149,-0.184390697,-0.190730761,-0.153996767,-0.147655499,-0.137895641,-0.13657957,-0.136389302,-0.155002352,-0.163697783,-0.151695441,-0.132386101,-0.13160224,-0.15760052,-0.126227796,-0.141668812,-0.120762224,-0.116780296,-0.11638059,-0.088261739,-0.09648842,-0.124402513,-0.106408611,-0.122951572,-0.085546703,-0.0966318,-0.083429363,-0.096113685,-0.061535999,-0.095368391,-0.091532457,-0.106198462,-0.06658685,-0.091388022,-0.065107591,-0.078452602,-0.08586808,-0.071988346,-0.076694752,-0.061848727,-0.068747993,-0.065960035,-0.064915832,-0.080220284,-0.038418086,-0.045043639,-0.049740876,-0.044912715,-0.023714943,-0.046343944,-0.045271746,-0.029929346,-0.039355184
-0.310598108,-0.303634927,-0.308352328,-0.301824297,-0.262076864,-0.272518413,-0.27943805,-0.2771684,-0.303887841,-0.282883419,-0.29689224,-0.276527224,-0.26071022,-0.26108331,-0.261659129,-0.261150524,-0.259411427,-0.261054728,-0.26580075,-0.26050347,-0.244528704,-0.26501002,-0.241992915,-0.257612699,-0.226691004,-0.229442682,-0.250398804,-0.234289815,-0.248370706,-0.235813124,-0.24021561,-0.199018234,-0.226545173,-0.226243867,-0.199032924,-0.205128582,-0.221684876,-0.198072616,-0.194336783,-0.199740052,-0.193018931,-0.194208245,-0.193973461,-0.184026764,-0.165694666,-0.166367825,-0.191553685,-0.174993032,-0.159259498,-0.164863769,-0.1508233,-0.165346664,-0.152855447,-0.13652054,-0.182442423,-0.152724293,-0.161411317,-0.102512284,-0.169311875,-0.132045897,-0.128987453,-0.136135398,-0.137474859,-0.149867952,-0.118030381,-0.124516414,-0.128596623,-0.09920819,-0.120195221,-0.134056745,-0.12040045,-0.11455358,-0.106247164,-0.096455359,-0.084406272,-0.087291308,-0.078636066,-0.078124262,-0.113255875,-0.066721922,-0.080350168,-0.054314978,-0.080662521,-0.07390756,-0.06529238,-0.058189912,-0.039202755,-0.050040948,-0.046713665,-0.035849132,-0.066196606,-0.034581733,-0.036013584,-0.017282928,-0.060941071,-0.057503669,-0.01718097,-0.044612573,-0.033686674,-0.032461046,-0.023818314
-0.324681433,-0.3250572,-0.295510906,-0.28802453,-0.31802443,-0.315001522,-0.308309957,-0.289123366,-0.289649776,-0.302606684,-0.269826778,-0.28181905,-0.282648786,-0.293524118,-0.247484893,-0.280680819,-0.251096751,-0.290823776,-0.236149455,-0.25925952,-0.241490257,-0.236033781,-0.231763409,-0.246717089,-0.225561139,-0.229774664,-0.214390454,-0.229250812,-0.226379865,-0.212249812,-0.233243026,-0.227516637,-0.214511719,-0.210588434,-0.21430556,-0.189005742,-0.203327323,-0.190446041,-0.203407866,-0.188836811,-0.210930699,-0.185537376,-0.191323455,-0.168760681,-0.189166431,-0.179550337,-0.162236992,-0.178817547,-0.173220521,-0.186943337,-0.156347293,-0.163592892,-0.139271902,-0.141488268,-0.166624499,-0.143706156,-0.128486084,-0.166011094,-0.131958445,-0.122668295,-0.137605214,-0.1279283,-0.111107549,-0.125050875,-0.101531448,-0.116931972,-0.10523565,-0.11776548,-0.12623035,-0.097537827,-0.101471098,-0.0800508,-0.090032614,-0.113669879,-0.086166835,-0.065892907,-0.079090511,-0.105198134,-0.078776087,-0.08942801,-0.075193244,-0.059478869,-0.077969111,-0.054911686,-0.06943032,-0.068494682,-0.062928656,-0.054063857,-0.053105219,-0.058069098,-0.033253524,-0.06629556,-0.05608682,-0.024594926,-0.034046115,-0.017311661,-0.039918856,-0.027676987,-0.014629698,-0.025928638,-0.029800876
-0.290481806,-0.304318759,-0.289589717,-0.283346165,-0.295046165,-0.292649578,-0.290359993,-0.295615192,-0.271077731,-0.282118934,-0.286350456,-0.269690235,-0.26646305,-0.285258935,-0.268429352,-0.267659679,-0.267831295,-0.243000745,-0.266628589,-0.240150563,-0.266213723,-0.231709477,-0.223714379,-0.243561538,-0.256596184,-0.209584666,-0.247992735,-0.191138388,-0.216857087,-0.221042786,-0.222190038,-0.204723117,-0.214389323,-0.216961674,-0.205925458,-0.186720584,-0.19265778,-0.207944779,-0.170090997,-0.210517833,-0.205602419,-0.194309242,-0.185675766,-0.181269211,-0.171396554,-0.181265941,-0.17339832,-0.175359979,-0.174654203,-0.164024599,-0.165915101,-0.161474765,-0.169304891,-0.137396582,-0.147473806,-0.145124986,-0.159286795,-0.150532419,-0.145320279,-0.131593742,-0.1260547,-0.138539863,-0.123299128,-0.142546677,-0.132681376,-0.135352582,-0.106043985,-0.10724937,-0.09751674,-0.10907666,-0.092960759,-0.102372824,-0.112625835,-0.086960626,-0.089483386,-0.09099195,-0.103318048,-0.099920037,-0.078853543,-0.095848175,-0.065362637,-0.083551237,-0.057850705,-0.05843338,-0.042358022,-0.045180602,-0.052042979,-0.046020739,-0.061047099,-0.051032616,-0.043495434,-0.051424371,-0.041478501,-0.047226655,-0.013583635,-0.028467459,-0.017035304,-0.051251617,-0.005849317,-0.031121198,-0.011674938
-0.287722278,-0.31870972,-0.324220726,-0.26581515,-0.29730624,-0.278404829,-0.287144358,-0.276757665,-0.2981078,-0.277497889,-0.278087507,-0.261918736,-0.281788943,-0.276246541,-0.268942009,-0.295761777,-0.247682366,-0.259469528,-0.246701698,-0.254863766,-0.247137588,-0.237567298,-0.22758753,-0.216769436,-0.224128753,-0.213149271,-0.216550806,-0.225513334,-0.23830452,-0.222994097,-0.233124656,-0.230485542,-0.210999263,-0.197366244,-0.204195228,-0.205517702,-0.212148069,-0.195876389,-0.193860149,-0.174463989,-0.179603325,-0.169507792,-0.168527442,-0.170862477,-0.194329634,-0.183206937,-0.147270244,-0.198572003,-0.162537119,-0.155083385,-0.163615723,-0.162151157,-0.137835424,-0.151891673,-0.139593837,-0.166375835,-0.142302189,-0.15762005,-0.140170465,-0.157565587,-0.127293052,-0.117739347,-0.13960645,-0.115577585,-0.11428191,-0.110408204,-0.107592457,-0.115879378,-0.125756951,-0.120720638,-0.088674229,-0.090644422,-0.071203045,-0.082778274,-0.056079538,-0.065745916,-0.077307392,-0.113688366,-0.067981572,-0.094795421,-0.047454137,-0.044822934,-0.080331806,-0.042125228,-0.060351054,-0.041126367,-0.039623112,-0.026909398,-0.04634908,-0.05237107,-0.033336911,-0.048922411,-0.019363045,-0.048566584,-0.037613524,-0.024909734,0.012152725,-0.031335349,-0.020213287,0.001653462,-0.004294113
-0.302728666,-0.301187289,-0.306801978,-0.313637349,-0.2944821,-0.285557878,-0.27434094,-0.278325169,-0.293674929,-0.291110568,-0.283275154,-0.257732049,-0.265747892,-0.267867025,-0.260394438,-0.249048891,-0.239667211,-0.24342061,-0.251940897,-0.251301387,-0.246867359,-0.241960391,-0.262444665,-0.234748316,-0.207574836,-0.231529926,-0.230081211,-0.24744726,-0.220289766,-0.228395757,-0.209723559,-0.196235643,-0.20131392,-0.219049623,-0.201885992,-0.206486218,-0.209303746,-0.18880293,-0.179192684,-0.201286541,-0.176916743,-0.195395788,-0.1782055,-0.18561243,-0.168687737,-0.172909425,-0.160592278,-0.159209109,-0.149854182,-0.151675633,-0.157463564,-0.160240342,-0.146301077,-0.155862121,-0.149101046,-0.128546246,-0.138812303,-0.123438076,-0.158773437,-0.133138587,-0.104678537,-0.130186256,-0.115790317,-0.147266495,-0.12136123,-0.11189979,-0.102066494,-0.105576492,-0.104216664,-0.091812455,-0.103820224,-0.089954149,-0.086364365,-0.089313062,-0.067347299,-0.083820582,-0.076487132,-0.067297415,-0.08643717,-0.071714867,-0.058637043,-0.062466248,-0.0579149,-0.056192104,-0.044655313,-0.053765283,-0.061857275,-0.03066386,-0.03072774,-0.039280237,-0.049809405,-0.054400955,-0.037125038,-0.047774555,-0.020709996,-0.042923231,0.000319692,-0.014687166,0.003269764,-0.013914214,0.021628629
-0.304326473,-0.30145975,-0.302365857,-0.300294932,-0.278059718,-0.297746613,-0.306703188,-0.291136411,-0.267615227,-0.263989724,-0.252644174,-0.260378546,-0.267219224,-0.262596771,-0.261981445,-0.251388532,-0.279150062,-0.217469947,-0.227012001,-0.240404773,-0.247444673,-0.236549807,-0.235547686,-0.246230511,-0.230608398,-0.23101793,-0.207306647,-0.21986416,-0.210158965,-0.207492374,-0.198063518,-0.219731074,-0.216867809,-0.197565394,-0.197459133,-0.199639633,-0.202118903,-0.183965487,-0.188836928,-0.194247699,-0.164512198,-0.174408552,-0.169321824,-0.185601751,-0.156055299,-0.151861943,-0.149604441,-0.170709203,-0.158407747,-0.182208633,-0.162500138,-0.144735625,-0.164219888,-0.13869476,-0.144461674,-0.131208599,-0.123619529,-0.131769431,-0.12677578,-0.109130654,-0.121015399,-0.126287227,-0.090412581,-0.121355634,-0.106490658,-0.136737268,-0.131130877,-0.10427976,-0.101660145,-0.096284863,-0.095828467,-0.09716199,-0.088407299,-0.083044682,-0.073098533,-0.076475977,-0.079306721,-0.061273278,-0.077870992,-0.071882506,-0.054400562,-0.049156081,-0.065103121,-0.045618679,-0.051463204,-0.034396909,-0.05052491,-0.039904052,-0.048585029,-0.050971803,-0.027688378,-0.02032927,-0.009366695,-0.032668081,-0.041812878,-0.022311676,-0.024414617,-0.034724623,-0.012069625,-0.013767221,-0.00389156
-0.295376558,-0.297811985,-0.298844963,-0.280522492,-0.283170451,-0.299515118,-0.280938785,-0.290000648,-0.281203564,-0.268720411,-0.274072984,-0.280296947,-0.273472663,-0.257672846,-0.275155438,-0.251471097,-0.288785858,-0.253230204,-0.240786832,-0.236319546,-0.252629632,-0.236379123,-0.203069083,-0.214901074,-0.225298822,-0.236116542,-0.230790679,-0.247150567,-0.22272977,-0.223738161,-0.213754113,-0.203507086,-0.224060451,-0.209233848,-0.200712415,-0.190176499,-0.18985958,-0.186769195,-0.189003414,-0.168426626,-0.183179253,-0.164827038,-0.160177337,-0.1596708,-0.155552936,-0.147005875,-0.159333073,-0.163784978,-0.168711454,-0.132630726,-0.130076353,-0.133439636,-0.135610621,-0.135923848,-0.142138791,-0.137135142,-0.123092193,-0.133843107,-0.113063598,-0.106852977,-0.106347786,-0.151570991,-0.088617101,-0.116493896,-0.115259191,-0.117465701,-0.101009736,-0.103435509,-0.11744886,-0.099191701,-0.101386663,-0.081405201,-0.081257222,-0.084287965,-0.088721313,-0.060551183,-0.10323292,-0.082550792,-0.069044917,-0.064801991,-0.045705296,-0.055235061,-0.040842757,-0.052802123,-0.05269234,-0.050681131,-0.069521062,-0.020450591,-0.038992842,-0.004857636,-0.047260212,-0.031948039,-0.027117305,-0.02557622,-0.019506565,-0.027115385,0.008933433,0.01095987,-0.015636451,0.003592555,-0.002298221
-0.29923117,-0.289741782,-0.29699976,-0.279042116,-0.274464079,-0.308871083,-0.303311201,-0.276030313,-0.282547777,-0.269532795,-0.265578494,-0.275873842,-0.260458112,-0.2786769,-0.247444187,-0.247600772,-0.25514607,-0.238256675,-0.241761885,-0.226478387,-0.231117028,-0.258871725,-0.218412068,-0.249653973,-0.21155296,-0.212880554,-0.221473585,-0.205113366,-0.209304013,-0.212761554,-0.196558403,-0.208436743,-0.206987689,-0.198474635,-0.198353613,-0.187571426,-0.197833539,-0.182176483,-0.192497179,-0.182817199,-0.189777612,-0.192990195,-0.175123811,-0.150264747,-0.168284095,-0.175103605,-0.159723098,-0.158146674,-0.164792538,-0.150915639,-0.152779358,-0.144351084,-0.121175293,-0.146910471,-0.138027341,-0.134244719,-0.115851795,-0.141807983,-0.107340149,-0.145166136,-0.122522545,-0.11551837,-0.110012959,-0.115247045,-0.086118395,-0.109434842,-0.088866314,-0.095977467,-0.092452443,-0.10240045,-0.102724366,-0.067640411,-0.072263977,-0.036794578,-0.069644849,-0.075750331,-0.061447843,-0.071057406,-0.076893601,-0.067649332,-0.064022538,-0.063578185,-0.068280881,-0.033457968,-0.035641753,-0.020900585,-0.03651148,-0.018876638,-0.026729908,-0.025837711,-0.014701519,-0.00527997,-0.019489535,-0.026415158,-0.015842478,-0.002537532,0.00463826,-0.004215475,-0.007377203,-0.003077365,0.007643194
-0.288315119,-0.295758076,-0.307473854,-0.297737287,-0.284778911,-0.289379552,-0.25626028,-0.258936549,-0.280032693,-0.266121067,-0.265884536,-0.2587082,-0.27555009,-0.258291744,-0.266527589,-0.257413885,-0.228632324,-0.249070759,-0.239040342,-0.251125279,-0.210436096,-0.236232074,-0.239663553,-0.22475218,-0.219158601,-0.215042339,-0.204060359,-0.198079363,-0.214990601,-0.223128609,-0.22719657,-0.219747991,-0.174646009,-0.182477202,-0.191401135,-0.195845868,-0.183364125,-0.185463884,-0.155615189,-0.19954349,-0.190048969,-0.182145199,-0.197435713,-0.174832234,-0.172343995,-0.158588383,-0.159446152,-0.163919806,-0.154817409,-0.156384376,-0.154797583,-0.162913802,-0.160692553,-0.136338289,-0.129230004,-0.109577245,-0.116358167,-0.103823764,-0.138075459,-0.111126687,-0.098090461,-0.12995191,-0.109890164,-0.095350774,-0.084210851,-0.095060212,-0.093667404,-0.089587234,-0.077450106,-0.075660169,-0.103264948,-0.077666022,-0.064688448,-0.09221889,-0.046966223,-0.062636655,-0.078828868,-0.070036427,-0.059581317,-0.046984349,-0.037976292,-0.060835189,-0.034963496,-0.045532138,-0.04622446,-0.031425851,-0.031965096,-0.019319959,-0.012777536,-0.015453678,-0.018523346,-0.037732898,-0.017599773,-0.009717255,-0.016706585,-0.016751829,-0.024267825,0.016901768,0.002696171,0.007813436,-0.001034079
-0.302132952,-0.275882029,-0.295014532,-0.296676005,-0.290547369,-0.294051811,-0.268602217,-0.258342046,-0.269929285,-0.2780262,-0.266297006,-0.274593002,-0.248294024,-0.250948692,-0.241699598,-0.273958746,-0.251370168,-0.235296934,-0.258619436,-0.245312628,-0.231223635,-0.22280192,-0.230996404,-0.214550708,-0.215932225,-0.203960537,-0.217637916,-0.233797077,-0.212636972,-0.214798782,-0.191924959,-0.203566008,-0.213478064,-0.190799259,-0.2215645,-0.18715634,-0.166667136,-0.205031233,-0.18315856,-0.180732945,-0.166565585,-0.157468675,-0.163908228,-0.165747654,-0.160051557,-0.14287695,-0.139248407,-0.133555715,-0.162670744,-0.153633108,-0.140582765,-0.122438098,-0.139893795,-0.134354856,-0.127656198,-0.107449647,-0.13106437,-0.12273783,-0.12289494,-0.102500049,-0.100643119,-0.095070061,-0.097515486,-0.091286887,-0.100591017,-0.103200171,-0.095054325,-0.097474318,-0.081565405,-0.083765243,-0.088420464,-0.055354871,-0.07258917,-0.060605607,-0.078792765,-0.065361671,-0.050657267,-0.061660555,-0.066124122,-0.039015756,-0.063619778,-0.032276735,-0.057130645,-0.037647115,-0.054399861,-0.048710624,-0.015589771,-0.032632461,-0.028337738,0.004199812,-0.019503488,-0.028307823,-0.02325475,-0.009870715,0.004310118,-0.01549513,-0.000475197,-0.006237817,-0.001574548,-0.022292766,0.003591405
-0.30117735,-0.287934006,-0.275842991,-0.270550003,-0.271385654,-0.28712368,-0.263760827,-0.268843914,-0.282409647,-0.26569742,-0.261119162,-0.239086401,-0.271449749,-0.243925701,-0.26118679,-0.23671967,-0.258638897,-0.23751479,-0.245907656,-0.213110432,-0.251561525,-0.232175294,-0.242372378,-0.213325078,-0.205571585,-0.222950598,-0.223043807,-0.218896096,-0.214414484,-0.191943642,-0.191605039,-0.200360513,-0.19088547,-0.187756873,-0.1736928,-0.183880926,-0.181544289,-0.201189167,-0.176651554,-0.164778587,-0.176320247,-0.173231631,-0.162791594,-0.173121832,-0.15977598,-0.168723257,-0.14341362,-0.167673592,-0.15908078,-0.158306546,-0.132693467,-0.151695488,-0.127492822,-0.135630476,-0.108986677,-0.106326989,-0.126056697,-0.116525525,-0.10243322,-0.108947884,-0.087291477,-0.100232173,-0.074414313,-0.094762351,-0.083006134,-0.102791635,-0.094506634,-0.076980894,-0.086728343,-0.074596232,-0.048614681,-0.085940915,-0.060640422,-0.078206501,-0.055983631,-0.056457518,-0.055800821,-0.048640978,-0.03864303,-0.051213424,-0.028386082,-0.042874735,-0.058713398,-0.047539145,-0.03839526,-0.026242457,0.002673526,-0.030816127,-0.001481253,-0.017352326,-0.00276013,0.000697969,-0.008470181,0.005255129,0.010015458,-0.007747897,-0.0084685,-0.00697202,0.018564353,0.011626203,0.009266018
-0.2894591,-0.302101401,-0.305706464,-0.286038063,-0.281406088,-0.279543489,-0.281819888,-0.271467925,-0.283867589,-0.255413578,-0.288705008,-0.265887729,-0.256180476,-0.258775325,-0.267295841,-0.254349511,-0.224342548,-0.230267688,-0.261746485,-0.217087311,-0.218396264,-0.226942192,-0.237235823,-0.223411497,-0.229910091,-0.216355068,-0.22263266,-0.213158386,-0.229770415,-0.210445651,-0.177658314,-0.204284795,-0.200127837,-0.182950602,-0.192530158,-0.201074206,-0.173425757,-0.184995093,-0.159442194,-0.170951739,-0.166161241,-0.154541433,-0.162802903,-0.152097103,-0.158153707,-0.132122354,-0.16664845,-0.141310648,-0.123187346,-0.145477269,-0.149311491,-0.146530112,-0.146964828,-0.131696799,-0.131175077,-0.105412586,-0.115554192,-0.119012617,-0.127242551,-0.078286149,-0.106909985,-0.10169908,-0.108622343,-0.080841173,-0.108943261,-0.077387268,-0.065088952,-0.086074393,-0.06880261,-0.098067412,-0.096137648,-0.058564091,-0.084703865,-0.07003089,-0.056120509,-0.058361794,-0.059375213,-0.047818421,-0.062768931,-0.048085847,-0.043805922,-0.053939862,-0.042387646,-0.031890703,-0.030531134,-0.037162024,-0.035448264,-0.021004781,-0.027187144,-0.007702453,-0.028670982,0.010126336,-0.018588168,0.005046584,-0.039992909,-0.00031928,-0.00864524,-0.009311588,0.024456045,0.029425993,0.020829232
-0.287472947,-0.281886132,-0.279612576,-0.270998293,-0.30003068,-0.282705802,-0.269130264,-0.281043605,-0.253174676,-0.277651053,-0.262468977,-0.248533568,-0.230622612,-0.265227976,-0.248471991,-0.236323705,-0.241848059,-0.25134472,-0.251616058,-0.231519284,-0.226705939,-0.24617419,-0.233847461,-0.220419486,-0.219685749,-0.198927437,-0.234799562,-0.214770591,-0.214538739,-0.185437157,-0.21204763,-0.180938749,-0.181875714,-0.183281259,-0.175893578,-0.171657343,-0.181061976,-0.175196626,-0.189147554,-0.146827842,-0.160793689,-0.171262166,-0.17369843,-0.169644418,-0.168237897,-0.159790414,-0.126949802,-0.117896875,-0.156782379,-0.145464537,-0.149611908,-0.139983295,-0.136719861,-0.131135447,-0.107798426,-0.146973287,-0.106421564,-0.110289461,-0.107827118,-0.112411564,-0.099443923,-0.09366615,-0.103824413,-0.106743963,-0.080998969,-0.09908646,-0.095264679,-0.107627543,-0.044522193,-0.057137921,-0.083543672,-0.086108255,-0.056837594,-0.053934109,-0.064354793,-0.06190393,-0.049460805,-0.070944242,-0.050127304,-0.04586302,-0.039816313,-0.025095932,-0.03427962,-0.031005022,-0.041715831,-0.010583525,-0.011955759,-0.032281993,-0.010937886,-0.02560205,-0.017667801,0.000769002,-0.022938444,0.0010962,0.005379966,-0.005180631,-0.001330175,0.022234722,0.031152048,0.031369774,0.025018191
-0.292960716,-0.272156199,-0.255749669,-0.278920802,-0.294871327,-0.267245172,-0.267792108,-0.268388335,-0.273945315,-0.262984367,-0.252453782,-0.229548208,-0.24523269,-0.25329676,-0.257774095,-0.233803755,-0.244664542,-0.223184032,-0.233787127,-0.247615917,-0.248458681,-0.220910381,-0.232548811,-0.204589832,-0.200179158,-0.195055362,-0.206757786,-0.213006546,-0.197058297,-0.210020029,-0.1883519,-0.174023066,-0.197740296,-0.172175205,-0.199484523,-0.165508461,-0.1797918,-0.17151223,-0.168711213,-0.168264121,-0.163622832,-0.161499517,-0.179412496,-0.162490643,-0.145434068,-0.140972195,-0.151140755,-0.136093936,-0.128143622,-0.132511916,-0.13333682,-0.110308091,-0.12498727,-0.145398585,-0.112171203,-0.109980953,-0.114443558,-0.100232728,-0.104774729,-0.087436551,-0.10842136,-0.08789709,-0.119603136,-0.077498131,-0.073700204,-0.08676187,-0.06821499,-0.069026537,-0.071897368,-0.087456536,-0.047555779,-0.0603664,-0.066617606,-0.043834161,-0.043859968,-0.062438341,-0.026505323,-0.080171781,-0.046889897,-0.021646147,-0.05275189,-0.017171935,-0.029128932,-0.029620058,-0.021769104,-0.02590672,-0.02722785,-0.023887484,-0.01822661,-0.006835525,-0.012593081,0.015714443,0.016418873,-0.024032893,-0.002735134,0.030367686,0.012078619,0.014018679,0.04171063,0.026253824,0.038983812
-0.272108347,-0.283226945,-0.277509472,-0.281206235,-0.28678622,-0.279416915,-0.274872694,-0.28594648,-0.262474001,-0.260576071,-0.242383697,-0.234951803,-0.248237394,-0.25209421,-0.231310761,-0.243277204,-0.232630709,-0.236501557,-0.235842423,-0.247003335,-0.223314394,-0.232771011,-0.222886935,-0.221675863,-0.195926127,-0.219759896,-0.201040791,-0.187624463,-0.213219549,-0.180718859,-0.205490797,-0.192733623,-0.185876537,-0.181381518,-0.188814182,-0.153988116,-0.168139075,-0.162927025,-0.151317818,-0.167570615,-0.15705143,-0.165787364,-0.15712027,-0.148880881,-0.125688322,-0.128379923,-0.146216429,-0.134380498,-0.130696671,-0.133839201,-0.125257871,-0.125880114,-0.137553714,-0.1279922,-0.112633083,-0.132674135,-0.123886319,-0.104232192,-0.104615893,-0.116733378,-0.077882374,-0.094211953,-0.081424101,-0.09333961,-0.085430653,-0.082441936,-0.092486611,-0.088376169,-0.088666172,-0.072224127,-0.0659805,-0.048743766,-0.060434183,-0.051000786,-0.063597779,-0.069952319,-0.034400137,-0.033018603,-0.051091276,-0.023692449,-0.044959414,-0.03306925,-0.012580672,-0.008258005,-0.018012997,-0.014519094,0.000223233,-0.009294518,-0.013737322,0.010380897,-0.005980787,0.005958887,0.013359114,0.001011862,0.007377246,0.003183329,0.035630032,0.028077827,0.005418597,0.039318549,0.025376104
